PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
419,플로젤,,Water,,85,105,55,85,50,115,173,MediumFast,75,1:몸통박치기|1:울음소리|1:전광석화|1:깨물어부수기|1:얼음엄니|1:물붓기|15:물대포|18:물기|21:스피드스타|24:아쿠아제트|29:더블어택|35:바다회오리|41:아쿠아브레이크|46:아쿠아테일|51:고속이동|57:하이드로펌프|62:웨이브태클
420,체리버,,Grass,,45,35,45,62,53,35,55,MediumFast,190,1:몸통박치기|1:아침햇살|5:나뭇잎|10:성장|15:도우미|20:메지컬리프|26:씨뿌리기|30:돌진|35:꽃보라|40:고민씨|45:솔라빔
421,체리꼬,,Grass,,70,60,70,87,78,85,158,MediumFast,75,0:쾌청|1:몸통박치기|1:성장|1:아침햇살|1:플라워가드|1:나뭇잎|15:도우미|20:메지컬리프|28:씨뿌리기|34:돌진|41:꽃보라|48:고민씨|55:솔라빔|62:꽃잎댄스
422,깝질무,,Water,,76,48,48,57,62,34,65,MediumFast,190,1:물대포|1:진흙뿌리기|5:단단해지기|10:HP회복|15:물의파동|20:원시의힘|25:누르기|31:탁류|35:대지의힘|40:비바라기|45:추억의선물
423,트리토돈,,Water,Ground,111,83,68,92,82,39,166,MediumFast,75,1:물대포|1:HP회복|1:단단해지기|1:진흙뿌리기|1:흙놀이|15:물의파동|20:원시의힘|25:누르기|33:탁류|39:대지의힘|46:비바라기|53:추억의선물
424,겟핸보숭,,Normal,,75,100,66,60,66,115,169,Fast,45,1:할퀴기|1:모래뿌리기|1:꼬리흔들기|1:놀래키기|11:바톤터치|15:간지르기|18:마구할퀴기|22:스피드스타|25:싫은소리|29:고속이동|32:더블어택|36:내던지기|39:나쁜음모|43:뒀다쓰기
425,흔들풍손,,Ghost,Flying,90,50,34,60,44,70,70,Fluctuating,125,1:작아지기|1:놀래키기|1:휘감기|4:바람일으키기|8:기충전|12:보복|16:병상첨병|20:섀도볼|24:비축하기|24:토해내기|24:꿀꺽|29:자폭|32:길동무|36:바톤터치|40:순풍|44:대폭발
426,둥실라이드,,Ghost,Flying,150,80,44,90,54,80,174,Fluctuating,60,0:고스트다이브|1:바람일으키기|1:작아지기|1:기충전|1:놀래키기|1:휘감기|1:힘흡수|12:보복|16:병상첨병|20:섀도볼|24:비축하기|24:토해내기|24:꿀꺽|31:자폭|36:길동무|42:바톤터치|48:순풍|54:대폭발
427,이어롤,,Normal,,55,66,44,44,56,85,70,MediumFast,190,1:화풀이|1:막치기|1:튀어오르기|4:웅크리기|8:초롱초롱눈동자|12:당신먼저|16:전광석화|20:두번치기|24:애교부리기|28:바톤터치|32:박치기|36:고속이동|40:동료만들기|44:부추기기|48:뛰어오르다|52:치유소원
428,이어롭,,Normal,,65,76,84,54,96,105,168,MediumFast,60,0:은혜갚기|1:화풀이|1:막치기|1:웅크리기|1:튀어오르기|1:미러코트|1:매직코트|1:초롱초롱눈동자|1:일구기|12:당신먼저|16:전광석화|20:두번치기|24:애교부리기|28:바톤터치|32:박치기|36:고속이동|40:동료만들기|44:부추기기|48:뛰어오르다|52:치유소원|56:무릎차기
429,무우마직,,Ghost,,60,60,60,105,105,105,173,Fast,45,1:염동력|1:이상한빛|1:검은눈빛|1:병상첨병|1:환상빔|1:아픔나누기|1:보복|1:섀도볼|1:멸망의노래|1:울음소리|1:원한|1:사이코웨이브|1:주술|1:놀래키기|1:메지컬리프|1:파워젬|1:고스트다이브|1:매지컬플레임
430,돈크로우,,Dark,Flying,100,125,52,105,52,71,177,MediumSlow,30,1:쪼기|1:놀래키기|1:바람일으키기|1:흑안개|1:날개치기|1:나이트헤드|1:승부굳히기|1:도발|1:검은눈빛|1:기습|1:깜짝베기|1:트집|1:순서미루기|1:따라가때리기|25:뽐내기|35:나쁜음모|45:속임수|55:악의파동|65:-
431,나옹마,,Normal,,49,55,42,42,37,85,62,Fast,190,1:속이다|5:할퀴기|8:울음소리|13:최면술|17:제비반환|20:마구할퀴기|25:애교부리기|29:도발|32:원수갚기|37:베어가르기|41:기습|44:헤롱헤롱|48:손톱갈기|50:치근거리기
432,몬냥이,,Normal,,71,82,64,64,59,112,158,Fast,75,0:뽐내기|1:할퀴기|1:치근거리기|1:기습|1:울음소리|1:속이다|13:최면술|17:제비반환|20:마구할퀴기|25:애교부리기|29:도발|32:원수갚기|37:베어가르기|45:누르기|52:헤롱헤롱|60:손톱갈기
433,랑딸랑,,Psychic,,45,30,50,65,50,45,57,Fast,120,1:김밥말이|1:사이코웨이브|4:울음소리|7:놀래키기|10:염동력|13:하품|16:뒀다쓰기|19:동료만들기|32:소란피기
434,스컹뿡,,Poison,Dark,63,63,47,41,41,74,66,MediumFast,225,1:할퀴기|1:독가스|3:페인트|6:연막|9:애시드봄|12:마구할퀴기|15:기충전|18:물기|21:베놈쇼크|24:싫은소리|27:맹독|30:기습|33:추억의선물|36:깜짝베기|39:트림|42:대폭발
435,스컹탱크,,Poison,Dark,103,93,67,71,61,84,168,MediumFast,60,0:화염방사|1:할퀴기|1:연막|1:독가스|1:페인트|1:애시드봄|12:마구할퀴기|15:기충전|18:물기|21:베놈쇼크|24:싫은소리|27:맹독|30:기습|33:추억의선물|38:깜짝베기|43:트림|48:대폭발
436,동미러,,Steel,Psychic,57,24,86,24,86,23,60,MediumFast,255,1:몸통박치기|1:염동력|4:이상한빛|8:보복|12:봉인|16:자이로볼|20:최면술|24:신비의부적|28:신통력|32:헤비봄버|36:철벽|40:금속음|44:미래예지|45:회복봉인
437,동탁군,,Steel,Psychic,67,89,116,79,116,33,175,MediumFast,90,0:블록|1:몸통박치기|1:염동력|1:이상한빛|1:쾌청|1:웨더볼|1:보복|12:봉인|16:자이로볼|20:최면술|24:신비의부적|28:신통력|32:헤비봄버|38:철벽|44:금속음|50:미래예지|52:회복봉인|56:비바라기
438,꼬지지,,Rock,,50,80,95,10,45,10,58,MediumFast,255,1:거짓울음|1:흉내쟁이|1:몸통박치기|4:바둥바둥|8:돌떨구기|12:블록|16:흉내내기|20:암석봉인|24:눈물그렁그렁|28:기습|32:스톤샤워|36:안다리걸기|40:카운터|44:이판사판태클
439,흉내내,,Psychic,Fairy,20,25,45,70,90,60,62,MediumFast,145,1:막치기|1:흉내쟁이|1:배리어|1:간지르기|4:바톤터치|8:앵콜|12:염동력|16:흉내내기|20:방어|24:리사이클|28:환상빔|32:역할|36:빛의장막|36:리플렉터|36:신비의부적|40:기습|44:매지컬샤인|48:사이코키네시스|52:흔들흔들댄스
440,핑복,,Normal,,100,5,5,15,65,30,110,Fast,130,1:막치기|1:흉내쟁이|4:웅크리기|8:천사의키스|12:차밍보이스|16:탐내다|20:애교부리기
441,페라페,,Normal,Flying,76,65,45,92,42,91,144,MediumSlow,30,1:쪼기|1:도발|1:하이퍼보이스|1:수다|1:비밀이야기|5:울음소리|9:따라하기|13:노래하기|17:마구찌르기|29:돌림노래|33:흉내내기|37:에코보이스|41:날개쉬기|45:소란피기|49:싱크로노이즈|50:깃털댄스
442,화강돌,,Ghost,Dark,50,92,108,92,108,35,170,MediumFast,100,1:나이트헤드|1:이상한빛|1:따라가때리기|5:야습|10:원한|15:보복|20:나쁜음모|25:병상첨병|30:추억의선물|35:기습|40:저주|45:섀도볼|50:악의파동|55:최면술|60:꿈먹기
443,딥상어동,,Dragon,Ground,58,70,45,40,45,42,60,Slow,45,1:몸통박치기|1:모래지옥|6:모래뿌리기|12:용의숨결|18:땅고르기|25:물기|30:베어가르기|36:드래곤크루|42:구멍파기|48:모래바람|54:돌진|60:드래곤다이브
444,한바이트,,Dragon,Ground,68,90,65,50,55,82,144,Slow,45,1:모래뿌리기|1:몸통박치기|1:용의숨결|1:모래지옥|1:더블촙|18:땅고르기|27:물기|34:베어가르기|42:드래곤크루|50:구멍파기|58:모래바람|66:돌진|74:드래곤다이브
445,한카리아스,,Dragon,Ground,108,130,95,80,85,102,300,Slow,45,0:깨물어부수기|1:모래뿌리기|1:몸통박치기|1:용의숨결|1:모래지옥|1:더블촙|18:땅고르기|27:물기|34:베어가르기|42:드래곤크루|52:구멍파기|62:모래바람|72:돌진|82:드래곤다이브
446,먹고자,,Normal,,135,85,40,40,85,5,78,Slow,50,1:몸통박치기|1:핥기|1:냄새구별|4:웅크리기|8:리사이클|12:탐내다|16:물기|20:비축하기|20:꿀꺽|24:싫은소리|28:누르기|32:내던지기|36:망각술|40:손가락흔들기|44:바둥바둥|48:배북|52:뒀다쓰기
447,리오르,,Fighting,,40,70,40,35,40,60,57,MediumSlow,75,1:전광석화|1:버티기|4:페인트|8:메탈크로우|12:카운터|16:분발|20:바위깨기|24:진공파|28:싫은소리|32:퍼스트가드|36:발경|40:칼춤|44:도우미|48:흉내쟁이|52:목숨걸기|56:기사회생
448,루카리오,,Fighting,Steel,70,110,70,115,70,90,184,MediumSlow,45,0:파동탄|1:전광석화|1:버티기|1:싫은소리|1:기사회생|1:판별|1:메탈크로우|1:바위깨기|1:도우미|1:페인트|1:흉내쟁이|1:진공파|1:목숨걸기|1:생명의물방울|12:카운터|16:분발|20:발경|24:명상|28:금속음|32:퍼스트가드|36:본러쉬|40:칼춤|44:치유의파동|48:코멧펀치|52:용의파동|56:신속|60:인파이트
449,히포포타스,,Ground,,68,72,78,38,42,32,66,Slow,140,1:모래뿌리기|1:몸통박치기|4:물기|8:하품|12:모래지옥|16:구멍파기|20:깨물어부수기|24:모래바람|28:돌진|32:울부짖기|36:잠자기|40:지진|44:이판사판태클|48:땅가르기|52:태만함
450,하마돈,,Ground,,108,112,118,68,72,47,184,Slow,60,1:모래뿌리기|1:몸통박치기|1:물기|1:하품|1:번개엄니|1:얼음엄니|1:불꽃엄니|12:모래지옥|16:구멍파기|20:깨물어부수기|24:모래바람|28:돌진|32:울부짖기|38:잠자기|44:지진|50:이판사판태클|56:땅가르기|62:태만함
451,스콜피,,Poison,Bug,40,50,90,30,55,65,66,Slow,120,1:독침|1:째려보기|3:손톱갈기|6:마지막일침|9:독엄니|12:물기|15:독압정|18:벌레먹음|21:베놈쇼크|24:탁쳐서떨구기|27:겁나는얼굴|30:바늘미사일|33:맹독|36:깜짝베기|39:크로스포이즌|42:시저크로스|45:경혈찌르기|48:깨물어부수기
452,드래피온,,Poison,Dark,70,90,110,60,75,95,175,Slow,45,1:독침|1:째려보기|1:번개엄니|1:얼음엄니|1:불꽃엄니|1:손톱갈기|1:마지막일침|9:독엄니|12:물기|15:독압정|18:벌레먹음|21:베놈쇼크|24:탁쳐서떨구기|27:겁나는얼굴|30:바늘미사일|33:맹독|36:깜짝베기|39:크로스포이즌|44:시저크로스|49:경혈찌르기|54:깨물어부수기
453,삐딱구리,,Poison,Fighting,48,61,40,61,40,50,60,MediumFast,140,1:독침|1:진흙뿌리기|4:놀래키기|8:도발|12:부추기기|16:안다리걸기|20:베놈쇼크|24:기습|28:뽐내기|32:독찌르기|36:맹독|40:나쁜음모|44:오물폭탄|48:트림
454,독개굴,,Poison,Fighting,83,106,65,86,65,85,172,MediumFast,75,1:독침|1:진흙뿌리기|1:도발|1:놀래키기|12:부추기기|16:안다리걸기|20:베놈쇼크|24:기습|28:뽐내기|32:독찌르기|36:맹독|42:나쁜음모|48:오물폭탄|54:트림
455,무스틈니,,Grass,,74,100,72,90,72,46,159,Slow,200,1:조이기|1:성장|1:나뭇잎|7:물기|11:덩굴채찍|17:달콤한향기|21:뿌리박기|27:풀묶기|31:그래스믹서|37:비축하기|37:토해내기|37:꿀꺽|41:깨물어부수기|47:씨폭탄|50:파워휩
456,형광어,,Water,,49,49,56,49,61,66,66,Erratic,190,1:막치기|6:물대포|13:비바라기|17:바람일으키기|22:물의파동|26:헤롱헤롱|29:신비의부적|33:아쿠아링|38:바다회오리|42:유턴|45:뛰어오르다|49:순풍|54:물붓기
457,네오라이트,,Water,,69,69,76,69,86,91,161,Erratic,75,1:막치기|1:바람일으키기|1:물대포|1:물붓기|13:비바라기|22:물의파동|26:헤롱헤롱|29:신비의부적|35:아쿠아링|42:바다회오리|48:유턴|53:뛰어오르다|59:순풍
458,타만타,,Water,Flying,45,20,50,60,120,50,69,Slow,25,1:몸통박치기|1:물대포|4:초음파|8:날개치기|12:물의파동|16:와이드가드|20:고속이동|24:거품광선|28:박치기|32:에어슬래시|36:아쿠아링|40:뛰어오르다|44:돌진|48:하이드로펌프
459,눈쓰개,,Grass,Ice,60,62,50,62,60,40,67,Slow,120,1:째려보기|1:눈싸라기|5:나뭇잎|10:흰안개|15:얼음뭉치|20:잎날가르기|25:얼다바람|30:뽐내기|35:뿌리박기|41:우드해머|45:눈보라|50:절대영도
460,눈설왕,,Grass,Ice,90,92,75,92,85,60,173,Slow,60,0:냉동펀치|1:째려보기|1:흰안개|1:눈싸라기|1:나뭇잎|1:오로라베일|15:얼음뭉치|20:잎날가르기|25:얼다바람|30:뽐내기|35:뿌리박기|43:우드해머|49:눈보라|56:절대영도
461,포푸니라,,Dark,Ice,70,120,65,45,85,125,179,MediumSlow,45,1:할퀴기|1:째려보기|1:고속이동|1:전광석화|1:베어가르기|1:집단구타|1:도발|1:승부굳히기|1:얼음뭉치|1:금제|18:메탈크로우|24:얼다바람|30:마구할퀴기|36:손톱갈기|42:내던지기|48:나쁜음모|54:싫은소리|60:깜짝베기|66:악의파동
462,자포코일,,Electric,Steel,70,70,115,130,90,60,268,MediumFast,30,1:몸통박치기|1:초음파|1:전기쇼크|1:전기자석파|1:배리어|1:트라이어택|1:미러코트|1:자기장조작|1:일렉트릭필드|12:일렉트릭볼|16:자이로볼|20:스파크|24:싫은소리|28:전자부유|34:러스터캐논|40:방전|46:금속음|52:빛의장막|58:록온|64:전자포
463,내룸벨트,,Normal,,110,85,95,80,95,50,180,MediumFast,30,1:초음파|1:웅크리기|1:핥기|1:몸통박치기|1:구르기|1:쥐어짜기|6:잠자기|18:김밥말이|24:사슬묶기|30:짓밟기|36:탁쳐서떨구기|42:싫은소리|48:힘껏치기|54:파워휩|60:배북
464,거대코뿌리,,Ground,Rock,115,140,130,55,55,40,268,Slow,30,1:몸통박치기|1:꼬리흔들기|1:암해머|1:떨어뜨리기|1:땅고르기|15:뿔찌르기|20:겁나는얼굴|25:짓밟기|30:락블레스트|35:드릴라이너|40:돌진|47:지진|54:스톤에지|61:메가폰|68:뿔드릴|75:암석포
465,덩쿠림보,,Grass,,100,100,125,110,50,50,187,MediumFast,30,1:조이기|1:흡수|1:성장|1:저리가루|1:블록|1:휘감기|12:메가드레인|16:덩굴채찍|20:독가루|24:더블어택|28:탁쳐서떨구기|32:기가드레인|34:원시의힘|36:수면가루|40:힘껏치기|44:간지르기|48:파워휩|52:뿌리박기|56:그래스필드
466,에레키블,,Electric,,75,123,67,95,85,95,270,MediumFast,30,1:째려보기|1:전기쇼크|1:전광석화|1:충전|1:플라스마샤워|12:스피드스타|16:전격파|20:전기자석파|24:싫은소리|28:번개펀치|34:방전|40:안다리걸기|46:10만볼트|52:빛의장막|58:번개|64:기가임팩트
467,마그마번,,Fire,,75,95,67,125,95,83,270,MediumFast,30,1:째려보기|1:불꽃세례|1:연막|1:스모그|12:클리어스모그|16:화염자동차|20:이상한빛|24:겁나는얼굴|28:불꽃펀치|34:분연|40:안다리걸기|46:화염방사|52:쾌청|58:불대문자|64:파괴광선
468,토게키스,,Fairy,Flying,85,50,95,120,115,80,273,Fast,30,0:에어슬래시|1:막치기|1:이판사판태클|1:울음소리|1:손가락흔들기|1:불새|1:트라이어택|1:천사의키스|1:애교부리기|1:신비의부적|1:바톤터치|1:신속|1:원시의힘|1:날따름|1:희망사항|1:하품|1:뒀다쓰기|1:파동탄|1:당신먼저|1:요정의바람|1:생명의물방울
469,메가자리,,Bug,Flying,86,76,86,116,56,95,180,MediumFast,30,1:최면술|1:몸통박치기|1:그림자분신|1:에어컷터|1:깜짝베기|1:날개치기|1:에어슬래시|1:벌레의야단법석|14:전광석화|17:판별|22:초음파|27:소란피기|30:벌레먹음|33:원시의힘|38:페인트|43:베어가르기|46:싫은소리|49:유턴
470,리피아,,Grass,,65,110,130,60,65,95,184,MediumFast,45,0:쑥쑥봄버|1:브이브이브레이크|1:몸통박치기|1:돌진|1:이판사판태클|1:꼬리흔들기|1:물기|1:울음소리|1:스피드스타|1:애교부리기|1:바톤터치|1:도우미|1:탐내다|1:흉내쟁이|5:모래뿌리기|10:잎날가르기|15:전광석화|20:초롱초롱눈동자|25:씨뿌리기|30:메지컬리프|35:광합성|40:쾌청|45:기가드레인|50:칼춤|55:리프블레이드|60:뒀다쓰기
471,글레이시아,,Ice,,65,60,110,130,95,65,184,MediumFast,45,0:꽁꽁프로스트|1:브이브이브레이크|1:몸통박치기|1:돌진|1:이판사판태클|1:꼬리흔들기|1:울음소리|1:스피드스타|1:애교부리기|1:바톤터치|1:도우미|1:탐내다|1:흉내쟁이|5:모래뿌리기|10:얼다바람|15:전광석화|20:초롱초롱눈동자|25:얼음뭉치|30:물기|35:얼음엄니|40:-|45:프리즈드라이|50:미러코트|55:눈보라|60:뒀다쓰기
472,글라이온,,Ground,Flying,75,95,125,45,75,95,179,MediumSlow,30,1:독침|1:모래뿌리기|1:단단해지기|1:포이즌테일|1:베어가르기|1:독찌르기|1:번개엄니|1:얼음엄니|1:불꽃엄니|13:전광석화|16:연속자르기|19:탁쳐서떨구기|22:애크러뱃|27:깜짝베기|30:유턴|35:싫은소리|40:시저크로스|45:찝게햄머|50:칼춤
473,맘모꾸리,,Ice,Ground,110,130,80,70,60,80,265,Slow,50,0:더블어택|1:몸통박치기|1:바둥바둥|1:눈싸라기|1:진흙뿌리기|1:냄새구별|1:원시의힘|1:얼음엄니|15:얼음뭉치|20:흰안개|25:버티기|30:얼다바람|37:망각술|44:돌진|51:지진|58:눈보라|65:난동부리기
474,폴리곤Z,,Normal,,85,80,70,135,75,90,268,MediumFast,30,1:몸통박치기|1:웅크리기|1:텍스처|1:리사이클|1:전자부유|1:나쁜음모|1:트릭룸|15:전기쇼크|20:환상빔|25:텍스처2|30:고속이동|35:HP회복|40:방전|45:트라이어택|50:매직코트|55:록온|60:전자포|65:파괴광선
475,엘레이드,,Psychic,Fighting,68,125,65,65,115,80,259,Slow,45,0:베어가르기|1:째려보기|1:울음소리|1:환상빔|1:염동력|1:사이코키네시스|1:최면술|1:그림자분신|1:꿈먹기|1:애교부리기|1:연속자르기|1:미래예지|1:봉인|1:명상|1:리프블레이드|1:깜짝베기|1:성스러운칼|1:차밍보이스|1:드레인키스|1:생명의물방울|1:-|9:도우미|12:페인트|15:순간이동|18:제비반환|23:칼등치기|28:방어|35:칼춤|42:사이코커터|49:치유의파동|56:와이드가드|56:퍼스트가드
476,대코파스,,Rock,Steel,60,55,145,75,150,40,184,MediumFast,60,0:트라이어택|1:몸통박치기|1:단단해지기|1:철벽|1:블록|1:돌떨구기|1:중력|1:전자부유|1:와이드가드|1:자기장조작|13:전기자석파|16:잠자기|19:스파크|22:스톤샤워|25:파워젬|28:락블레스트|31:방전|34:모래바람|37:대지의힘|40:스톤에지|43:전자포|43:록온
477,야느와르몽,,Ghost,,45,100,135,65,135,45,263,Fast,45,1:불꽃펀치|1:냉동펀치|1:번개펀치|1:조이기|1:째려보기|1:사슬묶기|1:놀래키기|1:따라가때리기|1:섀도펀치|1:중력|1:야습|12:이상한빛|16:나이트헤드|20:보복|24:도깨비불|28:검은눈빛|32:병상첨병|36:저주|42:섀도볼|48:미래예지|54:길동무
478,눈여아,,Ice,Ghost,70,80,70,80,70,110,168,MediumFast,75,0:병상첨병|1:박치기|1:째려보기|1:물기|1:그림자분신|1:눈싸라기|1:방어|1:길동무|1:웨더볼|1:깨물어부수기|1:놀래키기|1:얼음엄니|1:괴상한바람|15:얼음뭉치|20:드레인키스|25:얼다바람|30:얼음숨결|35:이상한빛|40:-|47:도깨비불|54:오로라베일|61:섀도볼|68:눈보라
